종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
255220,SG,KOSDAQ,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,기타,2680,149.05,0.0,NEUTRAL,False,False,False,2680,2400,3235,3558.5000000000005,53.3,69.0,46.6,34.0,34.0,48.9,75.9000015258789,0.0,,,NEUTRAL,③ 박스 / 중립,7.2,25.23,-14.36,0.6,-21.37,0,0.99,1.0,0.23,1.0,0.5,0.11,0.56,60.2,57.7,8.63,24.73,0,0,-6.13,0.94,16.27,24.65,-1.1,0,0,1.41,0.68,1,1,2301.5,2661,0.71,0.333,2.17,1.07,False,O,▲,2637,▲,O,X,10.18726618705036,0.47719424460431703,10.0,3,22.5,49.5,1.9821428571428572,0.0,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),3,164,20260130,20260130,26.75,24.05,24.65,0.6
234030,싸이닉솔루션,KOSDAQ,반도체 제조업,반도체 제조업,반도체,10550,271.14,0.0,ARMED,True,False,False,10550,9610,12430,13673.000000000002,53.2,32.6,62.0,51.9,51.9,55.3,85.5999984741211,0.0,,⚡눌림회복,ARMED,⑤ 하락 / 약세,16.19,18.41,-5.37,6.84,-28.19,0,1.0,0.89,0.47,1.0,0.01,0.2,0.41,38.4,59.1,0.01,33.57,0,0,2.83,4.87,-10.21,30.89,15.41,0,0,2.54,0.49,1,1,8932.0,10323,2.2,0.0059,0.59,0.07,False,O,▲,10112,▼,O,X,17.815,0.08464285714285717,6.0,5,38.0,0.6,2.0,0.0,📉 매도세 우위. 📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.,61,650000,61.0,65.0,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,165,20260130,20260130,26.75,24.05,30.89,6.84
425420,티에프이,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,38700,127.31,0.0,NEUTRAL,False,False,False,38700,34350,47350,52085.00000000001,53.1,70.0,45.9,36.4,36.4,49.9,68.19999694824219,0.0,,,NEUTRAL,④ 바닥 반등 시도,2.79,23.84,-18.77,-26.57,-22.76,0,0.99,1.0,0.14,1.0,0.53,0.09,0.69,53.8,66.6,4.55,25.62,0,0,0.78,12.01,12.17,-2.52,-6.18,0,0,1.59,0.69,1,1,33190.0,38046,1.72,0.4022,2.29,0.56,False,X,▼,36371,▲,O,X,12.97752808988764,9.052359550561798,2.0,3,23.2,53.0,1.9885057471264367,0.0,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,166,20260130,20260130,26.75,24.05,-2.52,-26.57
460940,피앤에스로보틱스,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,11940,96.18,0.0,ARMED,True,False,False,11940,10780,14260,15686.000000000002,53.0,37.1,59.8,50.1,50.1,49.2,82.5999984741211,0.0,,,ARMED,⑤ 하락 / 약세,0.0,93.36,-21.56,-17.92,46.76,0,1.0,0.97,0.33,1.0,0.06,0.07,0.51,62.0,78.2,4.48,25.96,0,0,-0.58,0.93,6.51,6.13,10.55,1,0,2.98,0.46,1,1,9961.0,12135,-1.61,-0.0973,0.82,0.36,False,O,▲,12348,▼,X,X,10.18726618705036,0.47719424460431703,10.0,5,45.0,5.9,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. 💰 외국인/기관 수급 집중. ,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,167,20260130,20260130,26.75,24.05,6.13,-17.92
310210,보로노이,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,224000,405.96,0.0,NEUTRAL,False,False,False,224000,194900,282500,310750.0,52.9,63.3,48.5,36.5,36.5,53.0,76.5,0.0,,,NEUTRAL,④ 바닥 반등 시도,4.19,97.36,-17.37,-21.77,50.76,0,1.0,1.0,0.04,1.0,0.6,0.3,0.43,54.6,57.0,8.86,28.85,0,0,-2.18,12.62,14.29,2.28,-7.17,0,0,1.27,0.76,1,1,188850.0,218327,2.6,0.4479,1.0,1.33,False,O,▲,209963,▲,O,X,10.18726618705036,0.47719424460431703,10.0,3,27.7,59.7,2.0103092783505154,0.0,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,168,20260130,20260130,26.75,24.05,2.28,-21.77
298050,HS효성첨단소재,KOSPI,화학섬유 제조업,화학섬유 제조업,화학·소재,237000,108.17,0.0,WAIT,False,False,True,237000,213000,284500,312950.0,52.8,60.0,49.7,38.9,38.9,60.2,74.80000305175781,0.0,,,WAIT,④ 바닥 반등 시도,32.33,25.0,11.1,-9.71,-40.97,0,0.99,1.0,0.27,1.0,0.32,0.08,0.19,72.2,76.6,13.57,50.86,0,0,-6.88,7.97,17.62,17.04,12.29,1,0,1.83,0.62,1,1,220260.0,249029,-4.83,0.1523,1.3,-0.05,False,O,▲,250508,▲,X,X,12.2796,5.309,4.0,3,59.4,31.9,1.9791666666666667,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,169,20260130,20260130,26.75,24.05,17.04,-9.71
138040,메리츠금융지주,KOSPI,기타 금융업,기타 금융업,금융,116600,746.12,0.0,OVERHEAT,False,False,False,116600,109200,131400,144540.0,52.8,83.2,39.8,27.7,27.7,61.5,67.9000015258789,0.0,,,OVERHEAT,④ 바닥 반등 시도,4.48,3.37,-16.75,-23.84,-62.6,0,1.0,0.63,0.91,1.0,0.26,0.55,0.64,78.7,72.2,8.92,12.71,0,0,4.86,8.57,10.63,2.91,3.31,1,1,1.11,0.9,1,1,103730.0,111421,4.65,0.1561,2.1,2.91,False,O,▼,110774,▲,O,X,7.02075,-6.2835,14.0,2,65.7,25.9,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,170,20260130,20260130,26.75,24.05,2.91,-23.84
086280,현대글로비스,KOSPI,기타 운송관련 서비스업,기타 운송관련 서비스업,서비스 기타,242000,1311.07,0.0,WAIT,False,False,True,242000,226500,272500,299750.0,52.7,29.3,62.7,52.0,52.0,58.1,87.69999694824219,0.0,,,WAIT,② 상승 후 조정,33.78,64.29,12.55,18.51,-1.68,0,0.98,0.63,0.91,1.0,0.0,0.96,0.42,49.3,55.2,-0.1,41.23,0,0,-5.28,-3.78,-5.84,45.26,30.86,1,0,1.01,0.55,0,1,206550.0,246111,-1.67,-0.2786,0.74,-0.78,True,O,▲,251362,▼,X,X,12.387837837837838,2.937567567567568,8.0,5,70.2,0.0,1.967741935483871,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.✅ 20일선 눌림목 구간.,2,679016,2.0,67.9,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),2,171,20260130,20260130,26.75,24.05,45.26,18.51
281820,케이씨텍,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,47250,224.95,0.0,OVERHEAT,False,False,False,47250,42700,56400,62040.00000000001,52.7,84.0,39.3,22.3,22.3,54.2,78.9000015258789,0.0,,,OVERHEAT,④ 바닥 반등 시도,12.63,56.72,-8.6,-6.83,-9.25,0,1.0,0.97,0.34,1.0,0.66,0.17,0.51,70.8,72.8,13.86,24.48,0,0,8.12,21.94,17.25,19.92,-7.17,0,0,1.17,0.94,1,1,38985.0,44019,7.34,0.48,2.61,2.01,False,O,▲,41733,▲,O,X,10.18726618705036,0.47719424460431703,10.0,2,27.7,65.8,2.010989010989011,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,172,20260130,20260130,26.75,24.05,19.92,-6.83
459510,나우로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,30950,137.71,0.0,WAIT,False,False,True,30950,28800,35250,38775.0,52.6,25.0,64.5,52.3,52.3,60.0,93.0,0.0,,,WAIT,② 상승 후 조정,42.96,81.63,21.4,9.36,35.03,0,1.0,0.69,0.83,1.0,0.07,0.1,0.2,67.3,74.0,10.02,73.54,0,0,1.81,0.49,7.47,33.41,39.34,1,0,1.62,0.57,1,1,26195.0,31083,-0.43,-0.6394,0.42,-0.18,False,O,▲,33710,▼,X,X,11.884875,6.459999999999999,3.0,5,71.7,6.8,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,27,837500,27.0,83.8,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),2,173,20260130,20260130,26.75,24.05,33.41,9.36
464500,아이언디바이스,KOSDAQ,반도체 제조업,반도체 제조업,반도체,3790,214.64,0.0,WAIT,False,False,True,3790,3190,4990,5489.0,52.4,31.5,61.4,47.4,47.4,51.1,93.9000015258789,0.0,,,WAIT,④ 바닥 반등 시도,2.43,21.47,-19.13,-8.32,-25.13,1,1.0,1.0,0.0,1.0,0.71,0.16,0.48,61.2,47.1,12.81,35.07,0,0,-13.17,12.97,21.67,15.73,3.77,0,0,1.39,0.52,1,1,3075.0,4000,-5.26,0.4894,7.55,0.27,False,O,▲,3601,▲,O,X,17.815,0.08464285714285717,6.0,4,17.4,70.7,2.0,0.0,📉 매도세 우위. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,159,605000,159.0,60.5,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,174,20260130,20260130,26.75,24.05,15.73,-8.32
089010,켐트로닉스,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,35200,313.05,0.0,WAIT,False,False,True,35200,31850,41900,46090.00000000001,52.3,60.0,49.0,45.6,45.6,51.2,57.099998474121094,0.0,,,WAIT,④ 바닥 반등 시도,11.92,69.64,-9.64,-41.23,23.04,0,1.0,0.95,0.36,1.0,0.15,0.23,0.46,73.8,76.9,8.93,24.93,0,0,0.28,6.18,11.92,-17.18,1.18,1,0,1.57,0.72,1,1,30795.0,35305,-0.3,0.0376,2.05,0.29,False,O,▲,35444,▲,X,X,12.2796,5.309,4.0,4,45.6,14.7,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,175,20260130,20260130,26.75,24.05,-17.18,-41.23
004170,신세계,KOSPI,종합 소매업,종합 소매업,유통·소비재,319500,396.25,0.0,ATTACK,True,True,False,291500,261500,351000,386100.00000000006,52.3,84.0,38.7,22.6,22.6,38.3,76.30000305175781,0.0,,,ATTACK,⑤ 하락 / 약세,38.31,88.94,17.08,53.35,22.97,0,0.99,1.0,0.25,0.0,0.29,0.29,0.36,74.5,81.9,15.07,28.59,0,0,4.07,10.17,11.91,80.1,18.22,1,0,1.35,0.93,1,1,265675.0,295935,7.96,0.1698,1.49,1.88,False,O,▲,298732,▲,O,X,7.8983333333333325,-6.411666666666667,13.0,2,81.4,28.5,0.5431034482758621,9.605488850771868,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,176,20260130,20260130,26.75,24.05,80.1,53.35
112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,40650,170.95,0.0,ARMED,True,False,False,40650,38550,44850,49335.00000000001,52.2,70.0,44.5,43.9,43.9,43.7,45.900001525878906,0.0,,,ARMED,④ 바닥 반등 시도,0.49,-11.92,-20.74,-39.24,-77.89,2,1.0,0.52,1.0,1.0,0.04,0.13,0.58,56.0,53.7,0.69,5.12,1,1,-0.25,-0.37,-0.37,-12.49,0.64,1,0,1.27,0.56,1,-1,42415.0,40498,0.37,0.0391,1.9,-1.23,True,X,▼,40302,▲,O,X,10.18726618705036,0.47719424460431703,10.0,4,32.2,4.1,2.0,0.0,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.🌪️ 에너지 응축 시작 (2일차). 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,177,20260130,20260130,26.75,24.05,-12.49,-39.24
352820,하이브,KOSPI,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,374000,1367.96,0.0,OVERHEAT,False,False,False,374000,343000,435500,479050.00000000006,52.1,36.6,58.8,46.9,46.9,53.6,86.5999984741211,0.0,,,OVERHEAT,⑤ 하락 / 약세,8.09,43.57,-13.14,-17.07,-22.4,0,0.99,0.82,0.58,1.0,0.1,1.0,0.43,75.3,82.8,5.7,23.93,0,0,-0.93,-1.58,11.14,9.68,5.48,1,0,1.08,0.72,1,1,333150.0,378904,-1.29,-0.1683,0.7,-1.27,False,O,▲,387684,▲,X,X,14.442499999999999,-3.7725,11.0,4,53.9,10.1,1.9838709677419355,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,178,20260130,20260130,26.75,24.05,9.68,-17.07
203400,에이비온,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,3685,75.21,0.0,ARMED,True,False,False,3685,2990,5070,5577.0,52.1,45.8,54.8,38.5,38.5,33.6,93.0,0.0,,,ARMED,⑤ 하락 / 약세,7.91,15.26,-13.65,17.08,-31.34,3,0.99,1.0,0.0,1.0,0.11,0.06,0.46,48.2,46.4,0.74,17.13,1,0,-1.73,0.96,6.2,41.13,0.3,0,0,1.82,0.37,1,1,3073.5,3656,0.77,0.0478,0.9,-0.27,False,O,▲,3653,▲,O,X,10.18726618705036,0.47719424460431703,10.0,3,3.6,10.6,1.9928057553956835,0.0,🌪️ 에너지 응축 시작 (3일차). 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.🌪️ 에너지 응축 시작 (3일차). 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,179,20260130,20260130,26.75,24.05,41.13,17.08
006650,대한유화,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,156300,70.74,0.0,WAIT,False,False,True,156300,143900,181000,199100.00000000003,52.0,35.5,59.1,54.2,54.2,58.0,70.5,0.0,,,WAIT,⑤ 하락 / 약세,12.45,55.52,-8.78,-13.9,-10.45,0,0.99,0.79,0.65,1.0,0.0,0.05,0.47,69.6,68.8,4.52,31.48,0,0,-1.82,-2.43,-0.45,12.85,16.13,1,0,1.11,0.66,1,1,135360.0,160537,-2.64,-0.1861,0.79,-0.64,False,O,▲,163807,▼,X,X,12.2796,5.309,4.0,5,70.1,0.0,1.9919354838709677,0.0,📉 매도세 우위. 💸 자금 유입 지속. 💸 자금 유입 지속. ,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,180,20260130,20260130,26.75,24.05,12.85,-13.9
051600,한전KPS,KOSPI,전기 및 통신 공사업,전기 및 통신 공사업,기타,56000,187.34,0.0,WAIT,False,False,True,56000,54100,59700,65670.0,51.9,43.8,55.3,46.4,46.4,49.4,76.19999694824219,0.0,,,WAIT,⑤ 하락 / 약세,14.52,10.45,-6.71,-16.3,-55.52,0,0.97,0.33,0.88,1.0,0.01,0.14,0.5,62.1,61.6,2.49,26.63,0,0,-4.27,-3.11,0.9,10.45,13.09,1,0,1.0,0.42,1,1,53060.0,59257,-5.5,-0.1981,0.88,-3.35,True,O,▲,59537,▼,X,X,10.18726618705036,0.47719424460431703,10.0,4,48.0,0.8,1.9473684210526316,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 💸 자금 유입 지속. ,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,181,20260130,20260130,26.75,24.05,10.45,-16.3
397030,에이프릴바이오,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,58300,392.74,0.0,ATTACK,True,True,False,58300,50600,73700,81070.0,51.9,64.4,46.6,37.8,37.8,53.9,67.0,0.0,,,ATTACK,① 강한 상승 추세,10.0,192.08,-11.56,27.77,145.48,0,1.0,1.0,0.03,1.0,0.6,0.29,0.49,59.4,50.0,9.89,28.51,0,0,0.87,15.22,18.38,51.82,-3.12,0,0,1.78,0.82,1,1,47410.0,56716,2.79,0.417,1.36,2.02,False,O,▲,54895,▲,O,X,10.18726618705036,0.47719424460431703,10.0,3,29.7,60.2,2.0,0.0,💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),1,182,20260130,20260130,26.75,24.05,51.82,27.77
484810,티엑스알로보틱스,KOSDAQ,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,21350,148.61,0.0,WAIT,False,False,True,21350,17200,29650,32615.000000000004,51.6,29.6,61.1,47.1,47.1,60.7,93.80000305175781,0.0,,,WAIT,③ 박스 / 중립,30.82,70.8,9.26,0.66,24.2,0,1.0,1.0,0.0,1.0,0.11,0.11,0.15,60.6,73.7,12.06,55.01,0,0,2.64,1.43,12.61,24.71,20.89,1,0,1.47,0.56,1,1,16564.0,21362,-0.06,-0.4723,0.62,-0.5,False,O,▲,22416,▼,X,X,11.884875,6.459999999999999,3.0,4,70.9,11.4,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,27,582500,27.0,58.2,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),3,183,20260130,20260130,26.75,24.05,24.71,0.66
439260,대한조선,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,69600,164.31,0.0,ARMED,True,False,False,69600,65300,78100,85910.0,51.5,56.5,49.3,47.3,47.3,46.4,54.0,0.0,,,ARMED,⑤ 하락 / 약세,4.5,-12.89,-16.73,-20.49,-78.86,0,0.98,0.61,0.93,1.0,0.01,0.12,0.48,46.9,53.1,0.88,13.43,0,0,-3.33,-1.14,0.87,6.26,3.57,1,1,2.26,0.39,1,1,63050.0,72260,-3.68,-0.0047,0.99,-0.2,True,X,▼,71673,▲,X,X,11.884875,6.459999999999999,3.0,4,40.5,0.8,1.9767441860465116,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.✅ 20일선 눌림목 구간.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,184,20260130,20260130,26.75,24.05,6.26,-20.49
432720,퀄리타스반도체,KOSDAQ,반도체 제조업,반도체 제조업,반도체,14580,142.01,0.0,NEUTRAL,False,False,False,14580,13120,17490,19239.0,51.5,49.8,52.3,36.2,36.2,45.4,90.0,0.0,,,NEUTRAL,④ 바닥 반등 시도,-5.26,5.42,-26.82,-38.39,-41.18,0,0.99,1.0,0.28,1.0,0.51,0.1,0.83,62.6,82.1,5.69,19.94,0,0,0.28,12.15,9.05,-14.34,-4.94,0,0,1.54,0.56,1,1,12912.0,14501,0.54,0.4097,3.25,1.2,False,X,▲,13748,▲,O,X,17.815,0.08464285714285717,6.0,3,12.9,51.0,1.9931506849315068,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),4,185,20260130,20260130,26.75,24.05,-14.34,-38.39
302440,SK바이오사이언스,KOSPI,기초 의약물질 제조업,기초 의약물질 제조업,기타,50700,90.85,0.0,WAIT,False,False,True,50700,47800,56500,62150.00000000001,51.0,53.3,50.0,51.9,51.9,53.4,45.599998474121094,0.0,,,WAIT,⑤ 하락 / 약세,5.62,13.8,-15.61,-42.39,-52.17,0,1.0,0.57,0.97,1.0,0.04,0.07,0.52,66.5,63.9,2.69,12.43,0,0,-1.55,-1.55,3.89,-15.64,1.5,1,1,1.3,0.7,1,1,47115.0,51374,-1.31,-0.0507,1.04,-0.41,False,O,▼,51727,▲,X,X,10.18726618705036,0.47719424460431703,10.0,5,56.9,3.5,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. 💸 자금 유입 지속. ,0,0,,,87.2,83.1,90.5,🔥 과열,1.인프라·에너지(+13.4%) / 2.IT/전기전자(+10.6%) / 3.조선·기계·설비(+8.6%) / 4.화학·소재(+8.1%) / 5.철강·금속(+7.9%),5,186,20260130,20260130,26.75,24.05,-15.64,-42.39
